Name,place_id,state_id,Total Population,Median Household Income,Per capita income,Under 5yo %,Under 18yo %,Over 65yo %,Female %,White %,Black or African American %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander %,Two or more races %,Hispanic or Latino %,"White alone, not Hispanic or Latino %",Foreign born %,Total Housing Units,Owner-occupied Housing Units,Median value of owner-occupied housing units,Median selected monthly owner costs - with mortgage,Median selected monthly owner costs - without mortgage,Median gross rent,Total households,Persons per household,Living in the same house 1 year ago %,Language other than English spoken at home %,Households with computer %,Households with internet %,High school graduate or higher %,Bachelor's degree or higher %,18-64yo with disability %,Without health insurance %,In labor force over 16yo %,In labor force females over 16yo %,Mean travel time to work (minutes),People in poverty %
"Lanark city, Illinois",41859,17,1571,62083,29840,7.0,22.3,326,51.9,98.1,3.1,0.2,0.0,0.0,2.8,3.2,93.3,0.4,709,474,83900,973,430,672,617,2.52,94.9,1.2,90.0,84.1,94.5,13.4,17.0,2.0,70.1,66.1,26.7,15.5
"Lansing village, Illinois",42028,17,28916,62397,30897,4.1,24.0,4598,52.9,45.2,48.2,1.9,3.0,0.0,6.6,19.1,29.7,9.6,12120,7715,136100,1462,705,1073,11126,2.59,88.2,17.2,94.8,88.7,91.3,25.9,8.9,8.9,66.8,63.6,32.1,15.4
"La Rose village, Illinois",42171,17,103,44792,30233,4.9,11.7,18,48.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,67,38,70000,867,300,781,57,1.81,90.3,0.0,98.2,80.7,85.5,4.8,2.7,8.7,73.1,77.6,31.8,12.6
"LaSalle city, Illinois",42184,17,9607,48848,27736,6.9,22.4,1850,52.3,87.9,2.5,0.3,1.9,0.0,8.1,23.4,71.5,6.8,4469,2571,99600,1079,522,888,4086,2.29,91.5,14.5,92.8,88.3,85.7,15.3,13.9,5.3,63.0,57.1,17.9,22.7
"Latham village, Illinois",42249,17,443,57083,28167,7.7,19.0,58,46.5,98.0,0.9,9.3,1.1,0.0,11.3,4.7,82.8,0.2,205,117,85500,1026,450,495,189,2.34,83.0,0.7,89.9,89.4,91.3,14.6,4.7,18.8,71.7,68.2,25.9,10.8
"Lawrenceville city, Illinois",42405,17,4304,41525,23189,5.9,21.4,866,47.9,94.9,3.9,7.9,0.6,0.0,7.7,0.5,86.8,0.6,2034,1033,77000,799,363,686,1710,2.45,83.3,2.3,87.7,79.6,84.9,17.0,16.4,10.9,53.5,42.3,21.1,17.2
"Leaf River village, Illinois",42457,17,488,62778,27481,6.8,22.7,63,46.5,97.7,2.5,0.4,0.6,0.0,1.2,2.0,94.5,0.2,233,162,81600,913,425,694,214,2.28,82.8,0.2,93.9,62.1,90.6,14.4,11.8,7.2,69.0,62.7,32.1,20.7
"Lebanon city, Illinois",42496,17,4737,75179,28873,1.1,16.8,789,55.0,80.4,20.2,0.6,0.6,0.0,2.2,0.7,78.0,0.9,2045,1043,120700,1318,585,1046,1660,2.58,81.7,2.7,94.2,81.5,93.9,33.4,12.7,7.6,64.7,64.3,25.6,4.4
"Lee village, Illinois",42587,17,333,67500,28862,4.8,28.2,22,49.2,91.6,7.5,1.5,0.0,0.0,5.1,5.7,84.4,0.0,119,74,128100,1225,613,907,108,3.08,95.5,2.2,98.1,97.2,97.0,12.9,15.2,5.1,72.0,74.2,34.2,18.9
"Leland village, Illinois",42756,17,996,59931,27945,3.3,24.2,127,52.3,98.9,1.1,0.6,0.0,0.0,2.2,4.4,93.3,2.0,446,340,154700,1424,584,1083,411,2.42,90.7,5.6,96.4,89.3,91.2,25.6,4.9,12.8,60.9,43.0,36.3,7.2
"Leland Grove city, Illinois",42769,17,1336,123810,91241,4.7,16.5,428,56.1,96.1,0.0,0.1,2.2,0.6,0.4,2.2,94.5,2.2,649,591,235100,2019,880,1059,624,2.13,88.4,3.9,97.8,95.5,97.7,63.8,11.1,1.2,57.8,55.0,16.6,2.5
"Lemont village, Illinois",42795,17,17535,119750,48479,4.0,24.8,3327,49.3,97.0,1.1,0.7,3.3,0.0,4.1,7.0,89.1,16.1,6329,5298,389000,2611,949,1184,6119,2.83,92.9,25.3,95.5,90.7,96.6,44.0,7.0,1.7,64.0,58.8,35.7,4.6
"Lena village, Illinois",42834,17,2854,60179,30465,5.2,27.5,645,47.1,97.5,2.1,0.0,1.2,0.0,0.8,2.0,94.7,2.5,1274,946,127900,1187,540,536,1147,2.43,94.5,3.2,87.7,85.2,94.3,28.9,10.0,2.8,62.9,59.4,27.9,8.2
"Lenzburg village, Illinois",42860,17,423,43636,24250,6.4,21.3,63,53.2,100.0,0.2,0.0,0.0,0.0,1.9,0.0,98.1,0.0,206,134,64300,1087,370,663,168,2.52,92.9,8.6,88.7,80.4,80.2,11.9,19.6,12.5,61.4,55.4,28.6,10.0
"Leonore village, Illinois",42912,17,135,45833,31839,4.4,20.0,30,48.1,100.0,0.0,2.2,0.0,0.0,3.7,1.5,96.3,0.0,69,57,71600,1098,193,794,64,2.11,97.0,2.3,70.3,65.6,97.8,4.3,9.0,1.5,67.6,69.4,23.9,17.8
"Lerna village, Illinois",42938,17,252,44375,21836,7.9,13.9,76,48.4,100.0,0.8,2.4,0.0,0.0,2.4,0.4,97.2,0.0,145,87,73500,858,245,546,109,2.31,88.6,1.3,96.3,85.3,91.5,8.5,17.7,9.9,55.8,50.0,20.2,14.3
"Le Roy city, Illinois",42971,17,3131,78512,37605,6.0,21.6,610,50.8,100.0,0.7,0.5,0.4,0.0,1.6,0.0,98.4,0.5,1373,1105,140400,1353,543,681,1325,2.32,88.5,0.5,94.0,92.0,97.8,27.3,6.6,7.5,62.8,65.0,25.7,12.2
"Lewistown city, Illinois",43055,17,1812,53141,29253,4.5,22.6,379,50.2,98.1,0.7,1.3,1.4,0.0,1.6,1.1,95.6,2.2,948,557,76700,933,353,628,778,2.25,86.9,2.3,85.1,75.1,90.4,13.1,16.0,4.0,52.5,46.0,32.3,23.7
"Lexington city, Illinois",43094,17,2042,83233,36379,7.1,23.9,342,45.8,99.5,1.2,0.0,0.1,0.0,1.3,3.1,95.5,2.3,880,678,148900,1375,545,732,811,2.52,91.7,3.6,95.4,88.8,96.3,32.3,8.9,1.7,67.5,63.7,25.0,5.8
"Liberty village, Illinois",43133,17,423,59063,25232,3.3,28.8,88,56.3,100.0,0.0,0.0,0.0,0.0,0.5,0.0,99.5,0.7,173,123,111400,933,405,780,157,2.69,94.3,0.7,93.6,92.4,96.8,14.9,8.9,7.1,66.1,57.2,24.5,1.9
"Libertyville village, Illinois",43250,17,20616,153674,76019,5.6,26.1,3421,52.7,90.3,2.2,0.6,7.3,0.0,4.6,6.5,83.5,9.7,7715,6038,448800,2986,1254,1405,7458,2.70,86.5,12.3,96.4,94.4,97.7,73.6,6.0,2.1,65.6,58.1,27.2,2.8
"Limestone village, Illinois",43510,17,1458,98482,48994,6.4,20.3,264,48.5,100.0,0.2,0.5,0.3,0.0,1.0,2.5,97.1,0.3,635,575,173700,1514,556,1083,613,2.38,93.4,2.1,91.8,90.2,97.9,19.0,4.8,4.1,73.3,70.0,26.6,4.4
"Lincoln city, Illinois",43536,17,13217,51915,30206,5.7,18.3,2829,49.2,93.2,7.4,1.2,2.0,0.0,4.1,2.8,86.8,2.1,6254,3485,97400,1087,513,721,5773,2.08,83.9,3.8,90.9,81.3,93.0,20.0,14.3,3.4,60.2,54.1,17.6,14.1
"Lincolnshire village, Illinois",43666,17,7905,144676,84919,3.0,19.5,2298,50.1,77.5,1.0,0.1,21.4,0.0,1.5,1.2,75.9,21.0,3466,2687,569600,3539,1501,2679,3249,2.33,91.4,26.9,92.3,91.3,97.4,74.7,5.9,0.9,55.9,44.7,25.0,3.7
"Lincolnwood village, Illinois",43744,17,13358,95650,48641,4.7,22.0,3795,50.8,72.0,1.8,0.5,28.8,0.0,5.4,7.0,62.5,33.6,5247,3818,398500,2714,1145,2398,4766,2.79,91.3,51.3,87.9,82.9,92.7,56.3,5.7,5.8,54.2,47.5,26.6,5.9
"Lindenhurst village, Illinois",43770,17,14453,121209,45447,6.8,26.2,1819,50.1,89.6,3.4,0.8,6.5,0.0,4.4,10.8,79.4,9.7,5146,4118,228300,2209,923,1640,4898,2.92,92.0,15.5,96.6,93.7,96.0,44.6,4.3,2.7,75.0,68.6,32.2,4.5
"Lisbon village, Illinois",43900,17,273,73750,29474,10.3,31.9,43,45.8,96.3,6.2,0.0,0.4,0.0,6.6,3.7,89.7,3.7,109,93,174400,1297,620,850,101,2.70,99.3,2.4,94.1,86.1,95.8,24.2,1.4,11.0,68.4,63.2,29.3,0.7
"Lisle village, Illinois",43939,17,23982,102676,54867,6.6,21.6,3474,47.5,76.7,5.4,0.8,18.9,0.1,4.5,5.9,69.2,16.6,10566,5726,368700,2625,930,1388,10077,2.29,84.0,20.4,96.1,92.8,97.9,65.2,6.6,4.6,70.6,64.1,29.4,6.0
"Litchfield city, Illinois",43965,17,6960,50069,27020,7.7,20.1,1593,52.1,97.2,2.3,0.1,1.6,0.0,1.8,0.3,95.7,1.9,3466,2110,85500,958,414,547,3103,2.19,87.6,1.2,83.0,78.7,89.9,19.6,16.1,2.6,57.6,50.1,19.3,17.6
"Little York village, Illinois",44082,17,374,45795,25620,14.7,23.8,50,50.0,100.0,0.0,0.0,0.0,0.0,2.1,0.0,97.9,0.0,159,118,71600,839,372,665,153,2.44,78.0,0.9,89.5,86.9,93.7,15.5,31.5,1.1,60.9,67.9,25.7,4.6
"Livingston village, Illinois",44160,17,807,56607,35249,4.1,22.4,177,48.3,99.9,0.0,0.4,1.0,0.0,12.6,0.7,86.5,0.0,407,267,85900,1043,432,755,351,2.30,87.0,0.4,76.4,76.4,90.5,9.6,9.4,6.8,58.2,48.7,36.1,12.0
"Loami village, Illinois",44173,17,940,51875,21075,4.7,23.9,72,40.4,98.3,1.4,1.9,0.5,0.0,2.0,2.2,94.3,1.3,335,235,86300,1083,461,912,303,3.10,85.1,0.7,87.1,77.6,72.7,15.3,10.9,9.4,56.5,74.3,22.7,31.6
"Lockport city, Illinois",44225,17,26070,96481,39118,6.0,27.3,2867,51.4,93.5,3.0,0.8,2.4,0.0,3.9,9.9,84.1,9.5,9580,7493,256400,1994,913,1377,9139,2.83,88.0,15.8,96.9,91.8,96.0,40.4,6.8,5.2,72.9,67.6,38.1,7.1
"Lockport Heights CDP, Illinois",44244,17,1073,93438,28334,3.3,21.5,115,52.9,97.4,5.2,1.1,0.0,0.0,6.3,3.5,90.1,3.2,324,267,157900,1409,688,1703,324,3.31,76.2,12.3,100.0,97.8,97.9,6.8,12.4,7.8,77.8,80.8,23.9,0.0
"Loda village, Illinois",44264,17,350,50000,24613,10.9,32.0,34,44.9,93.4,0.9,1.1,1.4,1.4,3.4,6.0,90.6,1.1,158,97,86900,971,369,650,126,2.78,89.0,4.5,89.7,82.5,89.8,12.2,10.8,9.4,71.1,69.4,24.6,14.2
"Lomax village, Illinois",44381,17,354,41250,21952,6.5,21.8,89,52.3,100.0,0.0,0.0,0.0,0.0,3.7,3.7,96.3,0.0,174,104,65800,724,343,575,152,2.33,75.5,4.5,95.4,96.1,94.4,10.3,16.5,0.0,37.7,34.7,32.9,20.9
"Lombard village, Illinois",44407,17,44311,89079,43304,6.0,20.6,7002,51.5,80.9,5.7,0.3,13.6,0.1,5.2,9.8,70.2,16.6,18245,12085,272400,2027,832,1556,17211,2.54,87.5,23.9,93.9,90.5,96.6,48.1,5.3,5.6,70.3,65.5,28.2,6.6
"London Mills village, Illinois",44446,17,365,37396,28328,3.6,23.6,76,47.9,100.0,0.0,0.0,0.0,0.0,0.0,0.5,99.5,0.0,173,119,46100,889,388,906,147,2.48,89.6,0.0,77.6,67.3,87.9,6.1,15.8,11.0,59.1,54.1,22.0,16.7
"Long Creek village, Illinois",44498,17,1415,86042,33618,4.5,25.5,275,53.2,99.6,1.7,1.1,0.0,0.0,2.7,0.4,96.6,2.3,538,452,141200,1397,445,707,505,2.80,93.6,2.4,97.6,94.7,90.8,21.4,9.1,3.0,66.6,66.3,19.2,6.9
"Long Grove village, Illinois",44524,17,8258,207275,80313,3.3,21.0,1406,49.8,82.0,1.3,0.6,18.8,0.4,6.2,5.8,73.6,21.6,2615,2351,664000,4001,1501,3501,2449,3.24,92.9,21.8,100.0,97.6,98.4,67.8,5.3,1.0,59.3,51.9,32.5,1.6
"Long Lake CDP, Illinois",44550,17,2941,76632,29188,2.4,26.5,300,43.0,75.2,2.3,0.0,0.0,0.0,5.1,44.8,53.7,21.0,1332,697,155700,1313,670,1340,975,3.02,85.3,42.1,98.8,92.7,73.6,17.4,11.9,18.4,69.6,65.0,37.0,10.2
"Loraine village, Illinois",44719,17,373,51397,25325,8.0,16.1,119,53.1,98.7,0.0,0.0,0.5,0.0,0.5,2.7,96.8,1.3,183,141,81600,865,250,595,164,2.27,96.2,1.5,68.9,62.8,88.6,9.1,25.3,4.3,50.6,44.7,24.7,15.8
"Lostant village, Illinois",44823,17,450,67500,35607,7.6,24.0,72,46.9,99.1,0.0,0.0,0.0,0.0,0.7,6.4,92.9,1.3,198,138,88900,1089,544,817,184,2.45,90.0,1.9,92.4,87.0,92.2,17.3,7.0,2.4,69.8,63.2,24.9,7.4
"Louisville village, Illinois",44927,17,1163,35897,22569,6.9,25.5,246,48.3,97.0,2.8,0.1,0.1,0.0,0.0,0.9,96.0,0.2,561,255,66700,771,412,618,497,2.19,84.6,2.0,85.7,79.3,81.4,16.2,23.1,11.2,60.7,62.5,20.4,27.6
"Loves Park city, Illinois",45031,17,23223,57894,32926,7.3,19.8,4358,52.9,87.7,9.7,0.9,4.7,0.0,6.8,9.8,75.5,7.3,10409,6590,121500,1191,523,938,9835,2.35,86.1,11.7,91.6,84.6,93.3,25.6,10.9,5.9,66.8,62.7,22.4,13.1
"Lovington village, Illinois",45044,17,1099,53603,26426,3.5,20.8,149,54.9,97.5,3.9,0.6,0.0,0.0,8.4,7.4,86.7,0.0,580,372,75300,850,431,624,545,1.99,89.6,1.2,94.5,89.9,93.6,9.3,20.9,8.2,66.1,55.9,26.4,12.9
"Ludlow village, Illinois",45174,17,325,44000,21014,4.0,20.0,34,50.2,97.8,1.5,3.1,0.6,0.6,5.8,9.2,84.9,0.9,179,82,67500,1170,218,492,130,2.50,90.5,9.0,90.8,78.5,86.2,4.9,10.6,17.8,62.9,52.9,24.4,25.2
"Lyndon village, Illinois",45278,17,589,40000,26062,4.2,18.3,144,48.7,99.0,0.8,0.0,0.7,0.0,4.4,15.8,83.2,3.4,302,226,88700,946,383,1060,280,2.10,88.8,5.0,86.4,84.3,83.3,10.7,10.7,7.5,63.5,57.4,29.0,11.5
"Lynwood village, Illinois",45421,17,9095,90185,32213,6.7,25.2,1019,55.7,23.4,74.6,1.5,0.3,0.0,4.2,9.1,12.9,5.1,3293,2400,160200,1762,836,964,3002,3.03,86.9,12.0,95.6,92.3,93.9,40.4,9.8,3.0,67.3,66.7,45.8,6.5
"Lyons village, Illinois",45434,17,10665,67807,31175,9.3,25.1,1729,50.3,73.1,4.2,0.6,5.3,0.3,9.1,56.5,36.1,23.2,4271,2478,195400,1653,800,999,3918,2.71,94.1,52.0,89.1,83.9,85.5,18.1,6.4,10.8,69.9,64.0,30.0,8.6
"McClure village, Illinois",45525,17,207,46364,24959,6.3,12.1,62,44.0,99.5,0.0,0.5,0.0,0.5,0.5,0.0,99.5,1.0,125,65,46900,950,308,640,88,2.35,95.6,0.0,60.2,55.7,85.1,9.8,18.3,15.5,36.8,32.5,27.1,18.0
"McCook village, Illinois",45564,17,301,68750,29814,8.6,22.9,70,47.8,91.4,2.7,0.0,0.0,0.0,17.9,41.9,55.5,12.6,109,68,267600,2250,1037,1106,105,2.87,90.9,30.2,72.4,65.7,90.3,11.3,4.9,10.0,56.0,46.2,23.2,6.0
"McCullom Lake village, Illinois",45616,17,1054,67083,30305,8.4,23.8,99,47.6,97.1,0.0,1.3,0.3,0.0,4.7,9.6,87.9,5.8,432,263,147700,1417,557,1236,407,2.59,95.4,9.7,91.6,95.3,87.2,9.0,4.0,8.4,75.3,60.0,33.9,6.5
"McHenry city, Illinois",45694,17,27237,76858,42492,5.2,20.2,4652,51.1,96.7,1.6,1.3,1.6,0.0,4.5,16.1,81.0,7.2,11273,8291,203300,1762,707,1409,11018,2.45,88.9,13.1,94.9,93.2,92.9,28.2,9.5,5.7,69.2,64.1,32.2,8.0
"Machesney Park village, Illinois",45726,17,22870,65442,31814,5.0,22.7,3731,52.2,93.2,5.1,1.4,2.0,0.0,4.3,7.0,84.6,3.7,9050,6765,127400,1217,479,1028,8658,2.64,85.6,5.5,94.1,90.6,91.5,17.6,9.2,4.4,67.3,62.7,22.9,10.7
"Mackinaw village, Illinois",45785,17,1956,66908,31529,8.3,30.4,357,56.1,99.6,0.0,0.6,0.0,0.0,0.9,3.3,95.8,0.4,878,591,135700,1318,497,761,819,2.39,90.9,0.8,91.0,82.3,93.2,25.9,8.1,0.3,64.7,62.9,24.5,4.3
"McLean village, Illinois",45811,17,736,82500,32403,7.6,25.1,95,46.9,99.7,0.0,3.0,0.3,0.0,3.0,6.5,90.2,0.7,286,237,110000,1120,540,1200,272,2.71,81.2,0.7,94.1,87.1,92.6,24.1,6.1,3.5,75.0,69.7,28.4,9.2
"McLeansboro city, Illinois",45824,17,2749,55197,27773,5.4,21.8,583,51.5,95.7,0.6,4.3,0.0,1.1,4.3,2.8,91.1,2.3,1340,805,76200,938,422,611,1149,2.31,85.8,2.7,82.0,75.0,89.0,19.1,18.9,6.6,51.0,41.6,26.3,19.1
"McNabb village, Illinois",45850,17,234,74500,28741,6.0,20.1,51,53.4,98.3,0.0,0.4,1.7,0.0,6.8,15.4,82.9,5.1,108,72,112900,1292,554,775,90,2.60,96.6,5.0,95.6,92.2,96.2,13.5,9.6,4.3,57.3,58.3,24.8,5.2
"Macomb city, Illinois",45889,17,15681,33588,24317,3.0,14.3,2494,53.8,87.5,10.0,0.3,3.5,0.1,3.7,4.5,81.2,4.3,7619,2913,91300,1005,460,659,6017,2.11,62.8,5.6,88.4,79.6,96.3,39.8,12.2,5.9,57.0,53.8,13.0,26.7
"Macon city, Illinois",45941,17,1056,60000,29952,7.2,23.0,213,53.9,96.3,3.1,0.9,0.0,0.0,2.1,0.9,94.2,0.9,543,363,98700,1008,394,815,444,2.38,95.0,1.6,88.1,81.3,92.0,13.2,6.2,5.8,66.8,60.7,21.7,3.9
"Madison city, Illinois",45993,17,2752,33958,21507,4.2,16.9,469,59.4,53.9,47.3,0.5,0.6,0.0,3.3,2.8,49.4,3.5,1729,684,50000,848,365,788,1441,1.88,83.2,4.6,80.2,78.2,84.0,7.6,24.4,7.6,64.0,69.4,22.2,21.8
"Magnolia village, Illinois",46110,17,263,55000,32007,5.7,18.3,70,46.0,100.0,0.8,2.7,0.4,0.0,3.8,0.0,96.2,2.3,123,65,94200,1163,511,664,110,2.39,86.8,2.4,85.5,56.4,97.0,7.5,15.2,4.6,67.3,61.0,27.1,20.2
"Mahomet village, Illinois",46136,17,9297,122386,44427,7.3,31.1,772,52.0,97.2,1.0,0.4,3.4,1.8,4.6,2.8,90.3,3.2,3508,2708,239700,1926,755,978,3139,2.96,90.0,3.1,97.3,91.9,99.2,48.4,4.3,1.0,70.6,62.6,19.9,2.1
"Makanda village, Illinois",46214,17,504,65000,45121,2.8,19.8,97,45.6,87.9,2.8,0.6,9.7,1.0,2.0,0.0,85.9,7.1,234,137,223400,1804,727,822,204,2.47,90.8,8.8,98.0,90.2,98.0,59.1,20.5,10.3,54.6,53.6,28.3,10.3
"Malden village, Illinois",46240,17,440,56750,20360,14.3,30.0,57,53.4,99.3,0.0,0.0,0.0,0.0,1.8,11.6,87.7,0.5,163,124,85900,971,472,925,151,2.91,88.7,0.5,90.7,82.8,89.6,7.5,19.5,8.4,72.9,68.2,24.9,22.0
"Malta village, Illinois",46279,17,1491,73047,27609,10.6,29.5,177,47.8,82.4,3.0,0.6,0.6,2.8,3.0,16.8,78.2,7.2,537,338,150400,1539,670,850,501,2.98,90.6,13.5,94.2,86.8,85.8,26.4,12.5,8.0,68.2,56.3,24.8,21.4
"Manhattan village, Illinois",46357,17,9366,112706,41241,9.0,30.9,936,47.6,98.2,2.5,0.6,0.3,0.0,5.9,3.7,89.9,2.8,3209,2741,258600,2145,888,979,3076,3.04,88.4,3.1,95.3,95.0,95.7,31.1,6.0,1.8,72.5,68.8,35.5,3.4
"Manito village, Illinois",46383,17,1717,60882,31215,9.5,24.9,427,53.3,98.6,1.3,0.0,0.2,0.5,1.3,3.1,94.9,0.9,751,553,97500,1078,462,698,716,2.40,79.8,0.8,85.3,81.7,90.1,14.5,9.8,3.3,59.4,52.3,31.1,13.8
"Manlius village, Illinois",46422,17,223,49375,31169,5.4,13.5,47,45.7,100.0,0.0,0.0,0.0,0.0,0.4,2.2,97.3,0.0,147,81,84500,888,443,650,111,2.01,81.3,1.4,87.4,73.0,93.2,11.9,13.0,3.1,61.3,46.1,22.2,6.4
"Mansfield village, Illinois",46487,17,967,70125,33700,5.1,18.8,143,52.9,100.0,0.1,0.4,0.0,0.0,0.9,4.0,95.4,1.1,489,367,123400,1208,490,946,415,2.33,83.2,2.4,92.3,83.6,94.0,14.1,11.8,3.0,67.7,67.2,28.2,3.2
"Manteno village, Illinois",46500,17,8893,83625,40312,3.1,24.5,1895,46.9,98.1,1.9,0.4,0.3,0.0,1.0,7.7,89.6,1.6,3877,2750,201800,1885,821,938,3676,2.41,86.4,3.2,94.5,90.4,93.9,29.6,9.0,2.0,65.5,66.6,29.7,4.6
"Maple Park village, Illinois",46604,17,1775,104250,35449,8.6,25.0,200,48.5,98.0,1.6,0.7,2.0,0.0,5.6,7.9,88.7,2.6,584,466,214200,1738,872,1574,569,3.12,86.9,5.4,98.4,94.6,95.1,32.0,8.8,4.1,67.8,68.8,35.7,3.6
"Mapleton village, Illinois",46643,17,308,57500,22678,5.2,33.1,44,52.6,100.0,0.0,0.3,0.0,0.0,0.3,0.0,99.7,0.0,120,89,91700,1284,300,520,116,2.66,91.1,0.7,98.3,77.6,97.8,19.1,9.3,3.6,68.4,67.3,29.9,10.5
"Maquon village, Illinois",46695,17,206,51667,23810,5.8,28.2,38,45.6,100.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,11.2,97,74,64500,794,335,710,82,2.51,100.0,4.6,82.9,79.3,84.7,12.4,8.2,6.3,62.9,58.6,31.8,24.0
"Marengo city, Illinois",46786,17,7466,65136,32094,7.8,25.6,1066,50.7,96.4,2.7,0.1,0.4,0.0,2.2,15.6,81.1,6.6,3094,1803,172800,1499,672,963,2895,2.56,85.7,10.8,91.6,88.8,92.2,14.8,8.9,5.8,68.5,61.0,24.2,17.8
"Marine village, Illinois",46864,17,1185,69688,29476,6.1,22.9,201,48.8,96.4,0.3,0.1,3.5,0.0,1.9,4.4,92.5,2.0,454,378,136200,1283,565,818,448,2.65,93.7,0.0,96.0,90.6,93.8,18.3,9.8,1.3,63.3,58.3,26.8,5.9
"Marion city, Illinois",46916,17,16960,46515,32597,5.0,21.6,3975,50.7,89.7,10.0,0.5,2.2,0.2,3.3,1.7,85.8,1.6,8917,4922,131800,1161,510,772,7994,2.07,86.9,2.9,85.0,79.3,94.2,25.5,14.5,6.6,57.0,52.4,23.6,17.5
"Marissa village, Illinois",46955,17,1288,47262,25147,6.3,21.4,340,51.7,100.0,1.2,0.2,0.0,0.0,1.6,2.3,96.4,0.3,767,444,77000,956,434,484,578,2.23,91.0,2.9,84.6,79.6,91.0,13.3,21.3,6.4,51.8,44.9,24.8,17.9
"Mark village, Illinois",46981,17,495,68333,37614,5.7,23.8,73,45.3,100.0,0.0,0.0,0.0,0.0,0.0,8.5,91.5,1.4,240,179,138600,1411,429,807,218,2.27,96.0,1.9,96.8,92.2,96.6,20.9,4.3,2.2,70.2,70.9,24.4,7.9
"Markham city, Illinois",47007,17,11733,43835,20148,9.1,30.1,1592,52.9,18.6,75.6,0.6,0.3,0.0,2.6,11.2,12.2,4.7,4131,2394,91900,1324,551,1477,3607,3.25,92.2,9.0,90.1,86.5,88.2,14.2,14.5,7.1,60.4,58.3,33.5,21.0
"Maroa city, Illinois",47072,17,1973,60625,25975,7.7,37.7,235,48.3,84.4,14.3,2.9,4.9,0.0,13.6,6.9,70.8,6.3,782,471,105100,1180,520,728,663,2.98,70.7,9.9,94.1,86.0,93.2,30.3,9.2,2.9,61.2,62.7,20.4,5.2
"Marquette Heights city, Illinois",47111,17,2636,61842,32026,5.3,19.8,439,48.9,99.5,1.0,0.2,0.0,0.0,0.9,1.6,97.2,0.8,1189,1030,103700,999,491,1177,1132,2.33,92.9,2.4,95.8,88.0,93.2,18.6,8.5,6.2,63.7,62.8,18.7,5.8
"Marseilles city, Illinois",47150,17,4384,53958,27131,6.6,24.9,875,51.2,95.7,1.0,0.0,3.1,0.0,2.1,4.8,90.4,5.0,2278,1140,110000,1221,461,1000,1802,2.40,86.7,6.7,90.6,88.3,93.3,21.1,8.1,2.3,60.3,57.2,25.9,18.9
"Marshall city, Illinois",47163,17,3870,58454,30253,5.6,21.4,860,52.7,99.5,1.1,0.6,0.0,0.0,1.6,0.0,97.9,0.0,1946,1105,102900,1048,481,715,1645,2.29,90.0,1.8,88.4,82.2,94.5,23.7,16.5,4.6,58.4,54.8,22.6,10.0
"Martinsville city, Illinois",47254,17,1314,49141,21765,4.3,26.5,224,55.3,98.3,1.5,0.1,1.7,0.0,2.2,1.0,95.7,1.7,572,347,62300,794,375,577,507,2.59,92.3,2.0,88.8,82.8,92.3,16.5,18.7,8.7,64.1,56.9,24.6,27.3
"Martinton village, Illinois",47280,17,330,77250,31965,5.8,19.7,51,44.8,97.3,0.0,0.6,0.9,0.0,9.1,11.8,87.0,2.7,163,103,98300,976,463,875,129,2.56,83.3,9.3,92.2,88.4,93.0,8.3,10.3,0.6,65.4,55.3,39.0,19.7
"Maryville village, Illinois",47397,17,8115,84402,45102,4.0,16.0,1700,49.7,89.3,7.5,0.5,6.1,0.0,4.4,2.2,83.6,3.7,3501,2777,207200,1558,700,1012,3386,2.35,91.8,3.4,99.2,93.9,96.9,44.3,8.1,3.8,64.5,60.7,30.2,3.6
"Mascoutah city, Illinois",47423,17,8803,79189,32401,7.3,25.7,1093,50.9,92.3,6.3,0.6,2.8,0.0,8.1,7.6,82.1,3.4,3197,2120,178800,1580,694,981,2920,2.98,84.0,5.1,96.0,90.8,96.0,29.2,10.6,5.9,72.5,67.2,25.3,9.7
"Mason City city, Illinois",47475,17,2205,50625,27431,5.4,19.1,541,53.8,98.4,0.7,0.0,0.0,0.0,0.2,1.2,98.1,0.0,1127,750,81100,923,475,613,983,2.17,91.1,2.2,84.7,78.3,86.8,17.9,13.8,9.1,55.8,49.3,26.7,20.6
"Matherville village, Illinois",47527,17,876,70417,25427,11.4,31.3,145,54.2,96.6,1.7,0.7,0.0,0.0,2.2,9.9,87.7,1.0,342,226,113700,1127,503,729,298,2.94,90.5,2.1,91.6,83.9,86.7,16.9,12.9,0.0,61.0,64.2,28.6,12.6
"Matteson village, Illinois",47540,17,19047,85332,38394,5.1,22.5,3406,55.1,14.2,84.4,1.0,3.1,0.2,4.1,0.9,11.1,4.4,7768,5650,188400,1952,928,1289,7381,2.56,90.4,4.2,93.8,93.6,95.0,40.8,8.3,6.4,66.4,67.2,38.1,12.8
"Mattoon city, Illinois",47553,17,16982,41320,25392,4.7,20.9,3229,50.4,96.5,3.9,0.7,0.7,0.0,2.8,2.7,92.9,0.7,8896,4441,82700,944,395,672,8012,2.06,81.7,1.3,90.5,82.5,91.6,17.0,17.3,9.1,60.3,54.2,16.6,22.5
